VentaID;FechaVenta;HoraVenta;SucursalNombre;CiudadSucursal;VendedorNombre;ClienteNombre;GeneroCliente;EdadCliente;EmailCliente;TelefonoCliente;DireccionCliente;MetodoPago;NombreProducto1;MarcaProducto1;CantidadProducto1;PrecioUnitarioProducto1;SubtotalProducto1;NombreProducto2;MarcaProducto2;CantidadProducto2;PrecioUnitarioProducto2;SubtotalProducto2;NombreProducto3;MarcaProducto3;CantidadProducto3;PrecioUnitarioProducto3;SubtotalProducto3;DescuentoVenta;TotalVenta
79;13/11/2024;3:00:09 a. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;María Dolores Ballesteros Avilés;F;29;maria49@yahoo.com;+34827110225;cll 54 #90-2;Transferencia;Dell XPS 13;Dell;2;4800000;9600000;;;null;null;null;;;null;null;null;0;9600000
80;6/09/2017;11:24:14 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Renata Lucas;F;51;renata37@hotmail.com;+34739630556;cll 99 #44-24;Tarjeta Débito;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;Asus ROG Strix G15;Asus;1;6400000;6400000;Acer Nitro 5;Acer;2;4000000;8000000;0;17200000
81;15/11/2022;5:23:26 a. m.;Techcore Cali;Cali;Rosendo Barberá Cordero;Abraham Rueda;M;22;abraham27@yahoo.com;+34928507789;cll 60 #87-10;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;HP Pavilion 15;HP;1;3500000;3500000;;;null;null;null;0;14700000
82;24/11/2020;7:42:54 a. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Eusebia Adán Sosa;F;33;eusebia37@gmail.com;+34941033555;cra 94 #96-98;Tarjeta Crédito;HP Pavilion 15;HP;1;3500000;3500000;Apple MacBook Pro 16;Apple;2;9600000;19200000;;;null;null;null;0;22700000
83;11/08/2021;3:45:00 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Celestina Heredia Benítez;F;23;celestina15@hotmail.com;+34971231272;cra 39 #24-17;Efectivo;HP Spectre x360;HP;2;5200000;10400000;MSI GF65 Thin;MSI;2;4400000;8800000;Apple iMac 24;Apple;1;6400000;6400000;0;25600000
84;29/07/2025;10:04:34 a. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Esperanza del Asenjo;F;42;esperanza38@hotmail.com;+34718623403;cll 89 #45-72;Tarjeta Débito;HP Omen 16;HP;1;6000000;6000000;;;null;null;null;;;null;null;null;0;6000000
85;7/01/2019;7:56:10 p. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Maximino Fabregat;M;45;maximino26@gmail.com;+34875165668;cll 64 #68-47;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;HP Spectre x360;HP;1;5200000;5200000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;0;19200000
86;15/08/2025;7:39:38 a. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Anabel Muro;F;37;anabel28@yahoo.com;+34920535332;cll 24 #30-55;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Dell Latitude 7420;Dell;2;5600000;11200000;Apple MacBook Pro 16;Apple;1;9600000;9600000;0;28000000
87;17/05/2021;11:51:38 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Yago Sevillano;M;25;yago70@gmail.com;+34943741286;cll 56 #29-72;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Asus TUF Gaming A15;Asus;1;4800000;4800000;Apple iMac 24;Apple;2;6400000;12800000;5;23180000
88;13/07/2021;5:12:33 p. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Calista Benitez Salamanca;F;30;calista15@gmail.com;+34821893294;cra 81 #74-11;Tarjeta Débito;HP Omen 16;HP;1;6000000;6000000;Asus ZenBook 14;Asus;1;3800000;3800000;;;null;null;null;0;9800000
89;24/05/2023;1:42:54 p. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Faustino Sureda Bravo;M;29;faustino5@yahoo.com;+34878086469;cra 16 #21-12;Tarjeta Crédito;MSI GE76 Raider;MSI;2;10000000;20000000;;;null;null;null;;;null;null;null;15;17000000
90;6/04/2022;3:17:04 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Rómulo Quirós Arce;M;41;romulo88@gmail.com;+34720321823;cll 85 #51-24;Tarjeta Débito;Apple MacBook Air M1;Apple;1;5500000;5500000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;0;15100000
91;30/04/2021;11:04:18 p. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Raquel Garrido Gutiérrez;F;43;raquel22@yahoo.com;+34949052580;cll 16 #75-59;Tarjeta Crédito;Asus TUF Gaming A15;Asus;1;4800000;4800000;HP Spectre x360;HP;1;5200000;5200000;HP Omen 16;HP;2;6000000;12000000;0;22000000
92;28/07/2020;10:10:53 p. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Eliseo Carreño;M;37;eliseo32@hotmail.com;+34824715126;cra 78 #75-79;Tarjeta Débito;HP Omen 16;HP;2;6000000;12000000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;0;28400000
93;8/04/2021;10:39:33 a. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Tania Company Cañete;F;44;tania13@gmail.com;+34828692417;cra 46 #44-11;Tarjeta Crédito;Asus ZenBook 14;Asus;1;3800000;3800000;;;null;null;null;;;null;null;null;1;3420000
94;29/08/2024;1:06:40 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;María Belén Paula Andreu Falcó;F;50;maria96@gmail.com;+34961015408;cra 77 #2-60;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
95;14/06/2025;12:16:08 p. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Mateo Garriga Niño;M;39;mateo21@gmail.com;+34842779712;cra 77 #6-75;Tarjeta Crédito;HP Omen 16;HP;2;6000000;12000000;;;null;null;null;;;null;null;null;1;10800000
96;25/03/2020;11:41:40 p. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Tomás Amorós Posada;M;42;tomas69@gmail.com;+34849496783;cra 9 #58-31;Tarjeta Crédito;HP Spectre x360;HP;1;5200000;5200000;Razer Blade Stealth 13;Razer;1;7200000;7200000;;;null;null;null;0;12400000
97;13/10/2018;4:23:32 a. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Marcial Salas Salas;M;23;marcial73@hotmail.com;+34824601807;cll 56 #53-45;Transferencia;Acer Predator Helios 300;Acer;2;5600000;11200000;Asus ROG Strix G15;Asus;1;6400000;6400000;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;0;32000000
98;21/10/2024;7:10:58 p. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Nacio Cortina Marquez;M;21;nacio39@gmail.com;+34883497302;cll 36 #32-72;Billetera Digital;Samsung Galaxy Book Flex;Samsung;2;5600000;11200000;;;null;null;null;;;null;null;null;0;11200000
99;29/08/2019;5:05:54 p. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Esperanza Gras Goicoechea;F;48;esperanza99@yahoo.com;+34733191193;cra 19 #18-71;Efectivo;Razer Blade 17;Razer;2;10000000;20000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;HP Pavilion 15;HP;1;3500000;3500000;5;29165000
100;8/04/2015;7:25:27 p. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Rafa Sanmiguel Calvo;M;18;rafa23@hotmail.com;+34847543442;cll 23 #24-45;Tarjeta Crédito;Asus VivoBook 15;Asus;1;2400000;2400000;Dell Inspiron 15;Dell;1;3000000;3000000;;;null;null;null;0;5400000
101;1/10/2020;10:41:37 p. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Simón Ocaña Arcos;M;20;simon72@yahoo.com;+34806124656;cll 13 #89-66;Tarjeta Débito;Asus VivoBook 15;Asus;1;2400000;2400000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;5;7220000
102;1/08/2017;3:41:26 p. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Cebrián Catalá Taboada;M;33;cebrian71@hotmail.com;+34735031365;cra 80 #65-78;Tarjeta Crédito;Apple MacBook Pro 16;Apple;1;9600000;9600000;;;null;null;null;;;null;null;null;0;9600000
103;21/02/2024;1:08:53 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Albino Perelló-Franch;M;32;albino44@hotmail.com;+34873604947;cra 63 #31-98;Billetera Digital;Dell Inspiron 15;Dell;2;3000000;6000000;;;null;null;null;;;null;null;null;0;6000000
104;17/09/2023;9:28:25 a. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Nazaret de Peralta;F;36;nazaret52@yahoo.com;+34948260911;cll 67 #52-88;Tarjeta Crédito;HP Spectre x360;HP;1;5200000;5200000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;HP Pavilion 15;HP;1;3500000;3500000;1;15750000
105;27/07/2020;7:26:49 p. m.;Techcore Bogotá #2;Bogotá;Edu Juan Pedraza;Fausto Rosselló Robles;M;19;fausto42@hotmail.com;+34872822406;cll 39 #88-38;Transferencia;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;0;14000000
106;11/12/2014;7:41:29 a. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;África Alvarado Bejarano;F;18;africa19@yahoo.com;+34941581680;cra 39 #16-95;Transferencia;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;MSI GE76 Raider;MSI;2;10000000;20000000;Asus VivoBook 15;Asus;2;2400000;4800000;0;33600000
107;13/10/2021;2:27:21 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Manu Marqués Portillo;M;28;manu99@hotmail.com;+34977624203;cll 17 #85-61;Tarjeta Débito;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;;;null;null;null;0;8800000
108;12/08/2018;7:53:41 p. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Pío Delgado Piña;M;24;pio14@gmail.com;+34975879160;cra 6 #97-72;Transferencia;HP Omen 16;HP;1;6000000;6000000;;;null;null;null;;;null;null;null;5;5700000
109;31/08/2015;5:39:19 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;María Manuel;M;41;maria31@gmail.com;+34846827450;cll 33 #27-61;Tarjeta Crédito;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;0;10400000
110;28/06/2017;10:29:45 p. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Constanza del Suarez;F;28;constanza89@hotmail.com;+34974558997;cra 20 #89-9;Tarjeta Crédito;Acer Predator Helios 300;Acer;1;5600000;5600000;Dell XPS 13;Dell;1;4800000;4800000;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;0;24800000
111;21/05/2018;8:36:42 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Eufemia Sosa Palacios;F;28;eufemia90@yahoo.com;+34827628000;cll 99 #82-50;Billetera Digital;Apple MacBook Air M1;Apple;2;5500000;11000000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;Asus TUF Gaming A15;Asus;2;4800000;9600000;1;26460000
112;28/08/2018;11:43:20 a. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Jeremías Castejón Barreda;M;28;jeremias22@hotmail.com;+34883522274;cra 24 #70-12;Tarjeta Crédito;Dell Alienware m15;Dell;2;8000000;16000000;HP Spectre x360;HP;2;5200000;10400000;Acer Swift 3;Acer;2;2600000;5200000;0;31600000
113;15/12/2017;10:02:23 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Alicia del Gras;F;33;alicia52@yahoo.com;+34922188967;cll 39 #21-73;Tarjeta Crédito;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;0;10400000
114;11/05/2025;4:47:42 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Rufina Aparicio-Company;F;21;rufina40@yahoo.com;+34943273623;cll 70 #63-20;Efectivo;Dell Latitude 7420;Dell;1;5600000;5600000;;;null;null;null;;;null;null;null;0;5600000
115;28/04/2020;11:46:30 p. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Bernarda Taboada;F;19;bernarda62@yahoo.com;+34803542956;cra 62 #22-99;Tarjeta Crédito;Dell Alienware m15;Dell;2;8000000;16000000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;5;23560000
116;25/12/2020;5:15:02 a. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Segismundo Abella Ríos;M;51;segismundo59@gmail.com;+34923812562;cra 36 #24-35;Transferencia;Acer Swift 3;Acer;1;2600000;2600000;;;null;null;null;;;null;null;null;1;2340000
117;18/04/2023;1:59:48 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Elba Acedo Pozuelo;F;44;elba45@hotmail.com;+34849831027;cra 78 #86-26;No Especificado;Apple MacBook Pro 14;Apple;2;8000000;16000000;Asus TUF Gaming A15;Asus;1;4800000;4800000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;5;26600000
118;4/10/2016;10:03:53 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;María José Salas Catalán;F;47;maria64@gmail.com;+34828602548;cll 87 #23-95;Tarjeta Crédito;HP Envy 13;HP;2;4000000;8000000;Dell XPS 13;Dell;1;4800000;4800000;Dell Inspiron 15;Dell;1;3000000;3000000;5;15010000
119;29/12/2021;11:16:05 a. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Gracia Paniagua Alegre;F;36;gracia34@hotmail.com;+34878901964;cll 11 #61-72;Tarjeta Débito;Dell Alienware m15;Dell;1;8000000;8000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;0;28800000
120;21/09/2016;5:13:54 a. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Nazario Mariscal-Jimenez;M;28;nazario75@yahoo.com;+34946789768;cra 49 #63-92;Transferencia;Dell Latitude 7420;Dell;1;5600000;5600000;Dell XPS 13;Dell;2;4800000;9600000;;;null;null;null;15;12920000
121;15/02/2017;9:16:53 p. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Selena de Rubio;F;34;selena86@hotmail.com;+34984536274;cra 76 #90-43;Tarjeta Débito;Apple MacBook Air M1;Apple;1;5500000;5500000;Apple iMac 24;Apple;1;6400000;6400000;HP Spectre x360;HP;1;5200000;5200000;0;17100000
122;15/01/2017;3:05:57 p. m.;Techcore Bogotá #2;Bogotá;Herminia Meléndez-Huguet;Chus Solana Dueñas;M;19;chus91@hotmail.com;+34824774477;cll 84 #41-21;Tarjeta Crédito;Apple iMac 24;Apple;1;6400000;6400000;Samsung Galaxy Book Pro;Samsung;2;4800000;9600000;;;null;null;null;0;16000000
123;14/09/2023;10:56:46 p. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Diego del Agustín;M;48;diego84@hotmail.com;+34842071710;cll 88 #60-90;Tarjeta Débito;Samsung Galaxy Book Pro;Samsung;2;4800000;9600000;Acer Predator Helios 300;Acer;1;5600000;5600000;;;null;null;null;5;14440000
124;7/11/2023;2:43:12 p. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Coral Huguet;F;43;coral77@gmail.com;+34828568452;cra 79 #22-4;Tarjeta Débito;Dell Alienware m15;Dell;1;8000000;8000000;Dell Latitude 7420;Dell;2;5600000;11200000;HP Spectre x360;HP;1;5200000;5200000;5;23180000
125;9/03/2020;8:16:04 p. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Víctor Castellanos Simó;M;27;victor72@gmail.com;+34846514586;cll 72 #70-13;Efectivo;Dell Inspiron 15;Dell;1;3000000;3000000;Dell XPS 13;Dell;1;4800000;4800000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;0;21400000
126;29/06/2022;6:45:13 p. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Arturo Carro Velasco;M;26;arturo95@gmail.com;+34875418185;cra 23 #90-81;Tarjeta Débito;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;5;9880000
127;19/02/2022;10:49:14 a. m.;Techcore Cali;Cali;Basilio Marcos Barrena;Tito Moliner;M;29;tito3@yahoo.com;+34901028448;cll 59 #26-36;Efectivo;HP Spectre x360;HP;2;5200000;10400000;Asus ROG Strix G15;Asus;1;6400000;6400000;Asus VivoBook 15;Asus;1;2400000;2400000;0;19200000
128;1/08/2022;10:53:54 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Aitor Hoyos Ibáñez;M;25;aitor27@yahoo.com;+34982276241;cll 88 #76-49;Tarjeta Crédito;Asus ROG Strix G15;Asus;2;6400000;12800000;;;null;null;null;;;null;null;null;1;11520000
129;18/06/2020;10:42:55 p. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Angelino Vega-Núñez;M;42;angelino84@hotmail.com;+34846548274;cra 47 #6-72;Tarjeta Débito;HP Omen 16;HP;2;6000000;12000000;Acer Swift 3;Acer;2;2600000;5200000;;;null;null;null;0;17200000
130;11/03/2019;12:10:19 a. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Aránzazu de Soriano;F;45;aranzazu90@gmail.com;+34835713877;cra 46 #81-27;Efectivo;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;Apple iMac 24;Apple;2;6400000;12800000;5;23180000
131;11/11/2022;7:27:07 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Berto Luque-Adán;M;18;berto11@gmail.com;+34977937873;cra 59 #56-96;Efectivo;Dell Inspiron 15;Dell;1;3000000;3000000;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;0;17400000
132;20/09/2023;7:33:44 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Haydée Clara Zaragoza Canales;F;18;haydee58@gmail.com;+34971782912;cll 23 #50-5;Efectivo;Samsung Galaxy Book Pro;Samsung;1;4800000;4800000;Dell Latitude 7420;Dell;2;5600000;11200000;Apple MacBook Pro 16;Apple;2;9600000;19200000;0;35200000
133;26/04/2024;4:23:37 p. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Encarnacion Abella Yuste;F;26;encarnacion31@hotmail.com;+34975823027;cra 44 #40-6;Tarjeta Crédito;Dell XPS 13;Dell;2;4800000;9600000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;;;null;null;null;0;23200000
134;18/03/2015;5:12:59 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Odalys Maestre Bueno;F;24;odalys54@hotmail.com;+34974982343;cll 96 #80-5;Tarjeta Crédito;Acer Swift 3;Acer;1;2600000;2600000;;;null;null;null;;;null;null;null;0;2600000
135;13/11/2016;8:57:32 a. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Calisto Gómez Herrera;M;35;calisto19@yahoo.com;+34974518077;cra 86 #95-40;Tarjeta Crédito;HP Omen 16;HP;2;6000000;12000000;Dell Inspiron 15;Dell;1;3000000;3000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;1;19980000
136;26/07/2020;5:46:02 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Vicente Río;M;41;vicente13@gmail.com;+34803706889;cll 15 #85-67;Efectivo;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;;;null;null;null;;;null;null;null;1;2520000
137;24/10/2022;5:46:46 p. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Anacleto Moya-Uría;M;42;anacleto60@yahoo.com;+34841313086;cra 55 #55-6;Efectivo;Asus ZenBook 14;Asus;1;3800000;3800000;Apple MacBook Air M1;Apple;2;5500000;11000000;HP Spectre x360;HP;1;5200000;5200000;5;19000000
138;16/12/2018;6:11:37 a. m.;Techcore Bogotá #2;Bogotá;Herminia Meléndez-Huguet;Mauricio Rico Téllez Tirado;M;28;mauricio17@hotmail.com;+34848988528;cll 16 #85-11;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;;;null;null;null;0;7200000
139;29/12/2021;8:53:19 p. m.;Techcore Pereira;Pereira;María Ramírez Pou;Hilario Boada Exposito;M;50;hilario17@gmail.com;+34873312616;cra 36 #27-46;Transferencia;Apple MacBook Air M1;Apple;1;5500000;5500000;Dell Inspiron 15;Dell;2;3000000;6000000;Dell Latitude 7420;Dell;2;5600000;11200000;0;22700000
140;19/02/2015;12:58:17 a. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Quique Alba Sotelo;M;44;quique27@yahoo.com;+34922393747;cra 86 #35-16;Efectivo;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;;;null;null;null;0;22400000
141;30/01/2017;7:35:01 a. m.;Techcore Bogotá #2;Bogotá;Edu Juan Pedraza;Javiera Mendizábal-Pozo;F;26;javiera11@yahoo.com;+34921805199;cll 61 #76-86;Efectivo;Apple MacBook Pro 14;Apple;1;8000000;8000000;Apple MacBook Pro 16;Apple;1;9600000;9600000;Dell XPS 13;Dell;2;4800000;9600000;0;27200000
142;29/05/2023;4:08:25 p. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Claudia de Alvarez;F;50;claudia42@hotmail.com;+34873647425;cra 56 #24-94;Tarjeta Crédito;HP Omen 16;HP;1;6000000;6000000;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;;;null;null;null;1;7920000
143;17/10/2019;7:16:09 p. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Fabio Mármol;M;21;fabio9@hotmail.com;+34806865961;cra 56 #29-44;Tarjeta Débito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
144;8/07/2018;3:11:14 a. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Eligia Diaz Diéguez;F;27;eligia72@hotmail.com;+34921105098;cra 2 #18-62;Tarjeta Crédito;Asus VivoBook 15;Asus;2;2400000;4800000;Dell Latitude 7420;Dell;2;5600000;11200000;Dell Inspiron 15;Dell;1;3000000;3000000;0;19000000
145;30/10/2023;10:56:32 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Ramiro Salvador Cisneros Silva;M;45;ramiro99@hotmail.com;+34875171033;cra 59 #60-86;Tarjeta Débito;MSI GF65 Thin;MSI;2;4400000;8800000;Dell Alienware m15;Dell;2;8000000;16000000;;;null;null;null;5;23560000
146;21/09/2016;5:39:47 p. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Estela Gálvez Molina;F;20;estela92@gmail.com;+34682045848;cll 18 #93-36;Tarjeta Crédito;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;;;null;null;null;0;19200000
147;1/09/2021;9:24:32 p. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Calixta Rodríguez Pastor;F;24;calixta22@hotmail.com;+34825874807;cll 83 #52-84;Billetera Digital;Asus VivoBook 15;Asus;2;2400000;4800000;Apple MacBook Air M1;Apple;1;5500000;5500000;Acer Swift 3;Acer;2;2600000;5200000;0;15500000
148;20/02/2015;8:12:31 a. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Cleto Porta Riquelme;M;40;cleto69@hotmail.com;+34885344461;cra 35 #20-59;No Especificado;Acer Predator Helios 300;Acer;1;5600000;5600000;;;null;null;null;;;null;null;null;0;5600000
149;24/04/2023;7:24:29 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Álvaro Calzada Garcia;M;45;alvaro72@gmail.com;+34865051777;cll 83 #64-32;Tarjeta Débito;Asus ZenBook 14;Asus;1;3800000;3800000;HP Spectre x360;HP;2;5200000;10400000;Dell Alienware m15;Dell;1;8000000;8000000;0;22200000
150;24/07/2019;6:22:56 a. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Emilio Sales-Rodrigo;M;37;emilio58@yahoo.com;+34825009129;cra 29 #95-60;Efectivo;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;Dell Inspiron 15;Dell;1;3000000;3000000;Apple MacBook Air M1;Apple;2;5500000;11000000;0;21200000
151;21/03/2015;12:41:49 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Elpidio Ballester-Ferrándiz;M;48;elpidio81@yahoo.com;+34706257610;cra 31 #10-57;Tarjeta Crédito;Dell Alienware m15;Dell;2;8000000;16000000;Microsoft Surface Book 3;Microsoft;1;6400000;6400000;;;null;null;null;1;20160000
152;8/10/2024;8:41:25 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Reyes Ramírez;F;50;reyes75@gmail.com;+34873178832;cra 12 #97-39;Tarjeta Crédito;Acer Nitro 5;Acer;2;4000000;8000000;HP Omen 16;HP;2;6000000;12000000;Dell Inspiron 15;Dell;2;3000000;6000000;0;26000000
153;13/09/2016;10:41:38 a. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Hipólito Cifuentes Mínguez;M;27;hipolito84@gmail.com;+34715838425;cll 28 #83-4;Tarjeta Débito;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;0;10400000
154;3/01/2018;9:03:51 a. m.;Techcore Cali;Cali;Florencio Iker Vara Nebot;Rosalinda Cordero Moraleda;F;48;rosalinda50@yahoo.com;+34825186441;cll 71 #92-6;Efectivo;Asus ZenBook 14;Asus;1;3800000;3800000;;;null;null;null;;;null;null;null;5;3610000
155;8/09/2014;3:38:45 p. m.;Techcore Cali;Cali;Florencio Iker Vara Nebot;Nando Rogelio Lobato Suárez;M;18;nando65@yahoo.com;+34901815474;cra 43 #70-42;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;;;null;null;null;0;7200000
156;24/09/2017;4:21:42 a. m.;Techcore Cali;Cali;Florencio Iker Vara Nebot;Clara Lobo Torrens;F;39;clara91@yahoo.com;+34822705957;cra 27 #94-80;Tarjeta Débito;Apple iMac 24;Apple;2;6400000;12800000;;;null;null;null;;;null;null;null;0;12800000
